happy,When I asked my girlfriend to marry me.
angry,"I was with my girlfriend when some guys that I don't like made á
fuss at my girl."
sad,The death of my grandfather.
happy,When I met a friend that I hadn't seen for some time.
angry,When an unknown person provoked me verbaly and physically.
sad,When my team lost a championship.
happy,"When I began to date a boy with whom I am till now. This was 16 á
months ago."
angry,I learned that my girlfriend had been unjustly missed from work.
sad,I got separated from the man I loved.
happy,"When I took my entrance exams successfully and also when I got my á
school leaving certificate because the delivering ceremony was á
extremely official."
angry,"I was indignant at the unimpartiality shown by the referees at á
the football match between Bulgaria and France."
sad,When I got separated from the man I loved so much.
happy,When I was admitted to the Sofia University.
angry,"When I talk to silly, petty-minded and unmanageable people."
sad,When my friend (girl) went abroad for two years.
happy,I was admitted to the University and a niece was born to me.
angry,My grandfather's funeral.
sad,I was alone at home on New Year's Eve.
happy,My admittance to the University.
angry,An unjust calumny concerning me.
sad,Unrealisation of the desired profession (aviator).
happy,Winning Queensland Chess Championship.
angry,With self at losing an important game that I should have won.
sad,Death of grandfather (unexpected).
happy,"Receiving a very personal letter from a lady that I like, which á
revealed that she was more enthusiastic about me than I had á
thought possible."
angry,"I was angry at a University tutorial when an ignorant loudmouth á
persisted in trying to dominate the conversation."
sad,"I left my home in Melbourne to come to Q'land to study and before á
I hopped in the car I hugged my mother and shook hands with my á
father. Sensing immediately my father's sadness, I also had a á
flood of the same emotion."
happy,Being in love for the first time.
angry,"As a child - about 8 years old - walking across a paddock - being á
set upon by another boy who claimed it was ""his land"" - being á
intimidated by the boy - crying, being punched, etc."
sad,As a child - having a dog - it getting a disease and dying.
happy,"When I achieved my first 6 at University after a long string of á
3's, 4's and 5's (7 is the highest mark awarded, 3 is a conceded á
pass)."
angry,"I was informed by my flatmate that, when we'd moved into our á
flat, she'd expected us to buy our food separetely - this event á
actually happened some 5 months after our sharing began. Prior to á
this, she had said nothing."
sad,"Having to decide on a termination of a pregnancy, after á
discussing it with friends, family and the man involved."
happy,"When I was a child, my beloved cat gave birth to four beautiful á
little kittens. Before she had them, she came up to me and I á
followed her out, then witnessed them being born."
angry,"When my brothers were being cruel to my boyfriend, because his á
flat-mate bent back one of my brother's fingers. It wasn't his á
fault."
sad,"Upon moving away from home for the first time to a different á
city, I felt no longer ""under the wing"" of my parents even though á
they would always be there to help me. I felt a sense of loss, I á
was now all alone in the world, responsible for my own actions."
happy,"The weekend after I argued with my parents I went home again and á
they couldn't have been nicer. As soon as I walked in, Mum kissed á
me, then Dad, and thanked me for the birthday presents I'd left á
for him, including a very sentimental birthday card."
angry,"My flatmate was asking questions about my relationship with my á
boyfriend, whether I wasn't treating him as unfairly as I claimed á
he'd been treating me. As a result, I was angered, and became á
defensive."
sad,"A very close friend from Victoria visited me over the holidays. á
Having enjoyed his company immensely over 10 short days, I was á
overwhelmed by sadness when he left to return to Victoria.á
"
happy,"Joy of giving birth, and of sharing that joy with my husband. á
Moments of complete happiness and feelings of so much love."
angry,"Anger at doctors for their treatment of me after giving birth. á
They left part of placenta behind and I bled heavily for twelve á
weeks - due to this, I felt weak and emotional, and they said I á
needed psychiatric treatment and give me no support."
sad,"When my son was diagnosed as having CEREBRAL PALSY, at age 5. He á
would have to endure so much labelling, stigma and discrimination, á
even though his case was relatively mild."
happy,"Receiving notification that I had made a successful application á
to the Speech Therapy course at Uni, gave me a very good feelig á
of achievment and joy."
angry,"My ex-boyfriend began to date my best friend. After they had been á
seeing each other, I found out that he had been sleeping with á
another girl, without my friend knowing, I told my friend what he á
had been doing behind her back."
sad,"My mother left my father for his best friend, and he moved to á
Papua New Guinea. Despite the fact that I am closer to my father á
than to anyone else in my family, I had to move in with my á
mother, and say good-bye to my father, not knowing when I would á
see him again."
happy,"Seeing a close friend who had just returned from twelve months á
overseas."
angry,"After seeing an ""uncertain"" child work on a model for several á
hours, I watched a ""bully"" of the same age destroy it, telling á
the child that it was worthless."
sad,"Leaving home to move closer to University. As an oldest child, á
this experience was traumatic for both my parents and myself."
happy,"When I finished my exams after 12th Grade, I was worried about á
getting a T.E. Score high enough for Physiotherapy. When I found á
that I had been accepted I was ecstatic, or more appropriately, á
could jump for joy."
angry,"When a so-called friend let me down, when she promised to tell me á
when a certain concert was occurring, and that she'd get me á
tickets. I was really looking forward to it. She did nothing, á
just told me out of the blue one day what a fantastic concert it á
was going to be."
sad,"When my family heard that my Mother's cousin who lives in á
England wrote us to tell that he had cancer of the lymph glands."
happy,"Two years ago, somebody I like very much wanted to give up his á
studies. I tried to make him understand the importance of what he á
was going to do, not only of the difficulty to find a job but also á
because he will decrease his culture etc. This person made the á
test to the college entrance examination and to our great joy we á
found out that he succeded in entering at the University."
angry,"One day in a crossroad somebody crashed my car. I got out and á
this person laughed at me. I felt such a great anger that I got á
in my car and went away."
sad,"I don't know why suddenly I thought that what I was feeling for á
my boyfriend was not really love. After almost three years being á
together, this matter of fact shaked me and I felt a great sorrow á
that I can call sadness."
happy,When I entered at the University.
angry,"When one teacher unjustly gave me zero in a test saying that I á
was cribbing."
sad,When my grandmother died.
happy,"When in the end of a semester I got the approval in a matter that á
I judged very difficult."
angry,"I went to the school library and asked for a book, but the á
librarian told me that there wasn't such. However when an other á
colleague asked for it she gave it to him."
sad,"Some colleagues decided to go out on a Saturday not inviting me á
to decide either the place nor the time."
happy,"The situation in which I felt happiest in my life was when á
I was with the person I love for the first time."
angry,I feel anger when somebody forbids me to do something.
sad,I felt sad when I was despised by another person.
happy,"When I got through the examination for my driver licence, and á
when I finished I knew I had passed it."
angry,When they changed my office to another room without my agreement.
sad,"I couldn't sleep, and began to remind of my childhood. We are many á
sisters and at that time we were spanked a lot and I don't know á
why I started to remind of the spanks they and I had had, their á
shouts when this happened."
happy,"I was in ILHA GRANDE with a wonderful sun, with wonderful people, á
with a wonderful sea, with a wonderful boy."
angry,"This feeling occurred to me when my colleague entered in G.V. á
(University) and I didn't."
sad,"When I applied for the college entrance examination to FUVEST, á
and I wasn't approved in the second fase."
happy,"I felt happy when my mother borrowed me the car in order to let á
me go out alone for the first time."
angry,"I felt anger when I had a fight with my father, and he beated me. á
My mother came to help me (because I was beeing beated) and he á
also beated my mother."
sad,"It happened when I lost two very intimate friends in a car á
accident."
happy,Always when I am well succeded.
angry,I feel anger when things don't come out as I wish.
sad,When I couldn't go for a trip with my friends in a holiday.
happy,"When there was a possibility of getting on better in professional á
life. I valorized very much this aspect. People showed me this á
possibility, not the real fact (even because until now ...)"
angry,"When they denied a job to a person that I propsed giving political á
reasons that has nothing to do directly with the professional á
level."
sad,"During an informal talk with a friend when we talk about the life á
of another person, a common friend, that is in a situation of not á
being able to assume certain problems that he decided to solve, á
that is, she herself suggested the problems and decided to solve á
them but didn't get it until the moment."
happy,When I got a wedding ring of diamond from the boy I loved.
angry,When they stole my dark blue tennis.
sad,"When I became conscious that men don't wnat anything they don't á
have a goal. They have: sex, but this isn't important."
happy,"When I met again a great friend and talked a little while with á
him. When I see again another I miss."
angry,"I felt anger of a friend when she met ""a date"" and become nervous á
and pest as she always gets when she meets him."
sad,"When I knew almost the same day about two great friends of mine á
that had serious existential crisis, and mainly when I notice á
that I'm in the same situation that they are, but I didn't á
realize it."
happy,When I entered University.
angry,"I'm crazy about football. When my team lost a goal in the Paulist á
championship, and so it lost the classifications."
sad,"When my grandmother, my second mother died."
happy,"When I met a girl and asked her for a date and she agreed, (I á
thought this girl would never like me), this was an emotion of á
joy."
angry,"About the car (sadness) I felt anger the way I acted after á
negotiating it."
sad,To buy a car and didn't like the business and the car.
happy,"I felt joy when I red my name in the list of the approved in the á
entrance college examination."
angry,"Nearby the end of the year my wife and I were having a car ride, á
when it appears another vehicle, driven by a drunk driver and á
provokes an accident."
happy,"To have a friend who I didn't see for months, and under the á
circumstances that I met him made me feel happy, and perhaps á
because it has been one of the good things that I learned with á
this friend."
angry,"The fact that I hadn't been informed about something and I had the á
greatest trust in this person."
sad,"A friend of mine lent me his apartment for holidays and besides á
this he was a fine person. Months later I knew that he died á
tragically in a moto accident. He was very young, and I felt sad á
and couldn't believe it (until today)."
happy,"When, after a long time of searching I got my first job."
angry,"When I used to go to my chief asking about any doubt about the job á
and he didn't care, didn't answer me, leaving me speaking alone."
sad,"When I knew that a person that I liked very much didn't react the á
way I would like to, even that I knew about his feelings for me."
happy,When a person that I like very much got near to me.
angry,"When a person is privileged in account of situations that are á
unjust, and disloyal to colleagues and friends."
sad,"When I was betrayed by a friend, and decided to stay apart form á
her."
happy,"I made the college entrance examinations for P.U.C. It was what I á
wanted more. When the first list came out I got frustrated. I á
wasn't in. When the second list came out without hopes I started á
to read the newspaper and my name was thre. I was in the bus and á
felt like crying so that everybody could hear me. The cry was hold, á
and 1982 became forever a mask in my life."
angry,"Once in my work it happened a fight between the person in charge and me. I á
got so angry and spoke out everything I felt at the moment."
sad,"I remember the day my father died. I was 11 years old and my á
sadness was so great that until today I remember everything á
about that day, from the clothes I was wearing to the reactions of people, á
the despair of my mother and brother. It marked me a lot and was á
the greatest sadness I felt."
happy,"The day I received the key of my apartment and we could enter in á
it, for my fiancT and I had bought it yet in plans, and it seemed á
to us that this was almost impossible to happen."
angry,"When my boss cut off my vacations saying that in that month it á
wouldn't be possible, and after some time he let another girl á
take vacations that month. The anger was because of the á
resentment. Resulting from our bad relationship."
sad,"My fiancT's family was adopting a 5 years old boy. I felt á
myself close to him as I never felt before. After some time his á
mother demanded the care of the kid and we were obliged to send á
him back."
happy,"It was when a friend took me to a place and gave me as a gift my á
astrologycal map with the explanations of a psychologist."
angry,"When my mother slapped me in the face, I felt anger at that á
moment."
sad,"When I deeply felt that I could lose the person I love best á
because of my foolishness."
happy,"In a day when at work, in school, and relationships came out as I á
wanted, and I was recognized in my work."
angry,When I was robbed in a bus.
sad,When I try to get closer at a person and she misinterpreted me.
happy,"I was travelling in the South of Brasil, near the end of the á
year. I was well settled with 3 friends. At the evening of 31 M., á
somebody, also with us, took from his purse pints of all colours, á
and the 4 of us, and other friends, that were at the same beach, á
painted each other and we went to the beach with champagne."
angry,"One day I lent my tennis I just had washed to my sister because á
she asked it. I asked her not to soil it as I had just washed it. á
Next day I looked at the tennis, and it was dirty with wax. She á
could not have soiled it. It was lack of consideration. I felt á
very angry."
sad,"The second time I went to the entrance exam to V.S.P. and á
didn't get approved."
happy,"A friend of mine that is abroad undertook recently an axam to á
enter on University in Dallas, and was approved."
angry,"In certain occasion I have a fight with my boyfriend. During the á
fight I closed the door at his face. He went away but came back á
next day."
sad,"Last year, when I took the college entrance examinations I á
failed the FUVEST. It was for me the most frustrating situation á
because I had studied all year long, and only thought about this."
happy,When I knew about my first job.
angry,My mother in law slept in my bed.
angry,"In the last year of the high school we had a huge fight between á
my group and the graduation commission (two students of my á
classroom) because they accused us unjustly of a gossip about á
them."
sad,"When I was 10/11 years old my father travelled very much for his á
work (he passed three months away from home)."
happy,When I got a small present form a person I like very much.
angry,"When a boy tried to fool me so he would be OK trying to show me á
that he is a gook boy."
sad,"In the 12/83 my boyfriend asked me to forget him, as it would be á
easy."
happy,"When I saw my name in the newspaper and I knew that I entered at á
the University."
angry,"I loved a person and he went away. It wasn't necessary that he á
left me to reach his goals."
sad,"A close friend travelled to another country. When I knew that he á
would only come back after many years, I felt very sad."
happy,"I had a friend who I didn't see for a long time. We had a á
relationship from much union and interaction. It was more that á
one year that I didn't see her. She appeared in my home and we á
talked."
angry,"My mother was ill and asked me to prpare our lunch. I went to do it, á
and while I was working, she stayed behind me telling what I á
had, or not to do. I asked her to stop meddling, and to go to á
bed. When I went to ask for help to my sister, my mother said that á
I was proud, that I asked for help only when I wanted and that I á
wasn't able to cook by myself."
sad,"When on Christmas day my grandmother died. I received the á
news when I was coming back from a party on the 24th at 5 am."
happy,When I got a record as a gift from a friend.
angry,"A girl entered in the division where I work and greeted everybody á
but not me."
sad,A dear friend was removed from the division whre I work.
happy,"I wanted to go out to walk but I didn't know either where or á
with whom, suddenly an invitation appeared."
angry,When my chief accused me of an error that I hadn't made.
sad,"When I knew about my sister's in law finacial situation and what á
she was facing."
happy,"I felt a great joy when I knew that my father was going to sell á
the apartment from GUARUSA, because in some way we were helded by á
it, that means that we didn't go to any other place, because we á
had the apartment."
angry,"I don't use to lie to my parets about what I do, and the two á
times that I felt anger were when they doubted me I said that I á
was going to the club, and they didn't believe me because the day á
before they had met me at FLIPERAMA. I had the wish to kill them."
sad,"I felt very sad when I saw the first list from the names of the á
people who entered at the University and my name wasn't there."
happy,"When I discovered that I and my friend would be licensed at the á
first call. This emotion was accompanied by a great relief. It á
was the coronation of a year of sacrifice and extrene discipline."
angry,"When I was misleaded by a person who assured that something would á
not occur, that I had no reason to prepccupy myself, and suddenly á
I saw myself implicated by the fact, because of the incompetence, á
and irresponsibility of that person."
sad,"When I didn't succeed to enter at the University, I felt that the á
college entrance course sistem prejudiced me, that my integrity, á
and effort weren't corresponded."
happy,I felt joy when I entered at the University.
angry,"I felt anger when I saw that I was being misleaded by my á
boyfriend, he went out with other girls. I felt anger for his á
falsity."
sad,"When my boyfriend was changing his behavior there was something á
wrong, I felt sad, because it's desagreable when a relationship á
is ending."
happy,"A meeting with the family and the friends I felt dear and loved, á
sharing the gladness of being together at a birthday."
angry,"When my sister took something that belonged to me without my á
permission."
sad,When I felt alone and without love.
happy,"After making an effort to enter at University I found a course á
and a school of higher education which were compatible with my á
experience and potentiality."
angry,"When I realized that the person I was courting hadn't been really á
by my side for a long time already. He had deceived me and I let á
him deceive me."
sad,When I noticed that I do many things to the pregiudice of myself.
happy,"I felt joy when I passed the worst phase in my life and á
discovered how many people considered me important to them."
angry,"I felt much anger and perhaps I feel it till now, against my á
girlfriend's sister who incited her to betray me just when I á
needed her very much. She didn't think of anything, simply á
passed over everything."
sad,When my dog died.
happy,"I didn't like my former fob and felt joy when I received a á
telegram offering me a new one that I though better and for which á
I had been waiting."
angry,"Without the employer's knowledge and even without any á
communication their bank accounts were changed and their personal á
accounts closed."
sad,"My brother wanted me to buy a flute with him but I didn't accept á
afterwards I regretted it because he became sad."
happy,"The day that my boyfriend appeared at home with a pair of rings á
for our wedding."
angry,"A ex-boyfriend tried to prejudice me before my fiancT and his á
family saying things about me that let his family worried. We had á
to postpone our wedding and we were already using our wedding á
rings. To be honest I didn't feel just anger, I felt hate."
sad,"The day that the results of the college entrance examinations for á
the S. Paulo University were published and I didn't find my name á
on the list. Entering this University was my greatest wish, and  á
the fact of not having succeded caused a great frustration, and á
not only sadness."
happy,When people remember us and shows interest about what we do.
angry,"When my brother went out with my new shirt that I adored, and á
returned it dirty with grease."
sad,"I felt sadness when I notice that I'm not important for a á
determinate person. We do many things for a friend, and we see á
soon after, that he doesn't do anything for us, nor thinks of us."
happy,"I felt glad to live again when I went to a meeting about the á
""Knowledge"". There are 4 techniques of meditation that connect á
you with the essence of the human being."
angry,"My grandmother is a highly authoritative person, who lives alone, á
is independent, but doesn't know to live without commanding the á
others. I hate this!"
sad,"I am always sad when my boyfriend goes away. He lives and studies á
in an other city. We have gone steady for 2 and 1/2 years and á
everything is going very well, but sometime this situation makes á
me feel bad and very lonely."
happy,When I bought my car.
angry,When I had a serious argument with a dear person.
sad,"One night a very dear person said: ""I hate you"". Of course it was á
an impulse and this person didn't feel that about me. The person á
expressed regret, and everything was settled, but I can't forget."
happy,The birth of my daughter.
angry,"Discussion with my mother about the way to educate my children. I á
felt anger against my mother."
sad,When my grandmother died.
happy,"I found a human ""treasure"" that I desired and got immediately. I á
didn't think about anything. When I touched him I imploded but I á
am whole."
angry,"And she said absurd things, false things that filled my ears and á
inflated my head which seemed to be caught in a carcass where the á
heart wanted to explode and where the arm wanted to knock down á
the world."
sad,"One day I heard from a friend that the boy I loved had gone out á
with her and not with me."
happy,"One of the greatest joiy was when I succeded in acquiring a á
motorcycle through my own efforts."
angry,"I felt much anger when my fahter interferred in my relations with á
another person whom I liked very much, ending something that I á
adored."
sad,"One of the greatest sadness was when my grandfather died, because á
I loved him very much."
happy,"When I got a stereo walkman from my father when he had finacial á
difficulties. I thought that although he promised to give me that á
present, he was not obliged to do so."
angry,"When a colleague was rude with me because she didn't understand á
the subject about which I was discussing."
sad,"For not having succeded in getting the job as a translator that I á
wanted."
happy,"When I passed the whole weekend with my boyfriend, coming back á
home on Sunday afternoon he met my parents for the first time."
angry,"I felt anger against a person who told bad things about me in my á
absence."
sad,"After a disagreement between my parents, when I was alone with my á
father and my sister, the aggression continued, when my father á
tried to put me and my sister against my mother revealing facts á
that had happened in the past like a talk between my father and á
his mother in law where she told him that my mother was not quite á
save."
happy,"I was in the living room at home with an ex-boyfriend, it was á
nearly a year that we had separated, during the talk he began to á
remember our courting and gave me a long kiss."
angry,"I was on a farm with a few friends and during the talk I á
discovered that a friend of mine, was being betrayed by her á
boyfriend and a 3rd friend of ours."
sad,"I was watching television. It was about midnight when a very dear á
friend called saying that his father had died in an accident."
happy,Always when I meet the person I love.
angry,"When I left after the examination to enter the University, and á
even though I had studied the whole year I made a bad exam. "
sad,"When I thought for an instant that a very good relationship with á
a person had finished."
happy,When I entered in the University after a year of struggles.
angry,"In the University we were convoked to a stroll like a freshman I á
was still innocent about the manipulation. On seeing the goal of á
the exaltation to poor character people, I felt anger on feeling á
myself mass of maneuver."
sad,"In a social situation I became interested in a woman. We talked, á
we laughed, we enjoyed each other. She desappeared for a few á
minutes, and a little after appeared with an other man."
happy,"A friend of mine travelled very far. I miss her but feel joy too á
because fer life is taking the right direction as she wants. So I á
feel joy for her mainly."
happy,When I met my mother after months of absence.
angry,"Discussing with a certain person about a job I was getting and á
that perosn was negative and pessimistic."
sad,When I felt lack of aid from close friends.
happy,I got a present from a great friend (a dog).
angry,"I was waiting to receive the participation on the profits and did á
not receive it."
sad,I didn't get the job I wanted.
happy,When I can see my parents because now I am far from them.
angry,"Once, during a performance I did not sing the way I had to."
sad,When I got separated from the woman I loved.
happy,When I was admitted to the Bulgarian State Conservatoire.
angry,I was angry when my abilities of a singer were underestimated.
sad,"I feel sadness from the fact that I was not born with a better á
appearance."
happy,I have a new born child.
angry,"At a certain situation I felt myself neglected and undeservedly á
harmed."
sad,The sudden death of one of my parents.
sad,"Getting separated from my family for a week caused me a sense of á
sadness."
happy,"I felt joy most strongly some years ago, when I took part in a á
NH Competition and I was the first."
angry,"I feel anger when I see a ""parent"" beating and punishing his child á
in the street. Recently I was a withness of a similar case."
sad,"I feel sadness when I only imagine that I could lose a close á
person. Some time ago I lost a man whom aI greatly respected."
happy,"When my nephew was born. The birth was hard, it was a big baby."
angry,"My brother accused me undeservedly before my parents. I was not á
guilty. He was misled by his wife."
sad,"When I left my boyfriend. I found another girl at his home but he á
did nothing to relieve the situation."
happy,"Some time ago I was present at the wedding party of two close á
friends of mine."
angry,"Someone stole my ski at Vitosha and of course I was the one to be á
blamed. I left them without supervision."
sad,I got separated form my closest friend. He went to work abroad.
happy,"An encounter with a man whom I love, after a very long á
separation."
angry,"A shop-assistant behaved rather roughly with me though she hadn't á
the slightest grounds for it."
sad,"I saw a friend of mine who had suffered a very heavy contusion á
after an accident."
happy,"At a success of mine, at a real achievement."
happy,For the first time in my life telling someone I loved them.
angry,"When my mother decided to clean out my room and throw out what á
she thought was junk, without my knowing about it, so I returned á
home to find half my stuff gone."
sad,When I couldn't find my dog which was missing.
happy,"When I met my boyfriend and we discovered that we shared the same á
ideals and goals in life, and that we could share all our á
feelings and thoughts and felt that the world's not so bad when á
you have someone really close to share your life with."
happy,When I passed the driving test after three failures.
angry,"When playing a football match, there was one player who made mean á
tackels, kicked at everything and did things having nothing to do á
with football."
sad,"A close friend decided to stop with his study and to go back á
home."
happy,For instance when a girl is interested in me and likes me.
happy,"I sensed this feeling when I passed successfully the second tour á
of a competition."
angry,"I felt anger against a colleague of mine during a rehearsal in á
acting. He hadn't learnt the text of an opera act in the course of á
several months and thus making difficulties for the rest of my á
colleagues."
sad,"I felt sadness when I had to get separated from the woman I loved á
who had to leave for her motherland."
happy,"I was happy when at difficult times I could find support in my á
friend and my fiancT, I was happy because of their spiritual and á
moral help which gave me new power to struggle. I was happy then, á
I felt it in my soul."
angry,"I felt it on the same occasion when I felt sadness which finally á
grew into anger."
sad,"My living and working conditions at home were unbearable. We used á
to live in a three room flat together with two more families. The á
discords caused a change - one of the families moved out. The á
other family stayed with us but I drifted away from my fiancT. In á
fact we were two families in the flat. Then I found myself alone á
in the struggle for this life because my fiancT did not stay next á
to me my grief and sorrow took on large proportions. I wanted to á
commit suicide but instead I threw myself against the cause of á
the irritation."
happy,"That was what I felt when I was finally accepted in the Bulgarian á
Conservatorie after I had applied a couple of years."
angry,"I had an accident with a trafic police car that was packed at a á
curve without any visibility and against all traffic regulations á
in a strong snowstorm. As a result I still cannot repair my car á
because of the missing spare parts."
sad,"A sudden doubt made me run for a long time in a rainy autumn á
night. When I reached the intended place I saw my beloved in á
another man's arms. A sudden blow, grief, I cannot qualify it, it á
is painful for me to remember about it."
happy,My boyfriend made me a proposal.
angry,"A whole crowd of us went to a folklore festival. The instructor á
of the cast where my boyfriend played was traveling with us. We á
decided to catch the train that leaved early in the morning á
because we had business on the following day. The instructor á
tried to get the upper hand and made us catch the train in spite á
of everything, all the time he made me angry."
sad,When I quarrelled with my boyfriend.
happy,"When I heard what mark I had got at the entrance examination and á
I realized my admittance to the University was almost certain."
happy,"When I was admitted to a Language school. On the day when I was á
informed by a message and my parents congratulated me."
angry,"When my friend (girl) promised to help me go to the hospital and be á
examined by good experts and she deceived me."
sad,"When I had stayed abroad for a long time and I had remembered á
about my friends and relatives. I felt sad and I wanted to see á
them as soon as possible."
happy,"When you are satisfied with something, when you achieve something á
you have striven to."
angry,"When you are unjustly assessed at something you are sure to have á
been right."
sad,"For the loss of a close friend or relative, but you feel grief á
when you are away from home, too."
angry,They wanted something to happen but I didn't.
sad,I couldn't be with a girl on whom I was very keen.
happy,Having passed an exam.
angry,"I shared a secret with a friend and it later turned out that he á
had revealed it to another person with whom I didn't get along very well."
sad,The loss of a very good friend.
happy,"I'm glad when I have good relations with my colleagues and most á
of all when we are at a party."
angry,"I get angry with people who attain certain status without á
deserving it, only with the support, authority and influence of á
other people."
sad,"I feel sad when I see things done against men and nothing could á
stop it - at least I think so."
happy,"I experienced it when I was accepted at the Medical Higher á
Institute."
angry,"I experience that feeling when I am unsulted without deserving á
it or when someone deceives me."
sad,When my grandfather died.
happy,After each successfully passed exam I am happy.
angry,"I get angry when someone imputes on me things I never can do, á
naturally negative. Servility, ""connections"", impudence, traits á
that get me mad."
sad,"My brother is a soldier. He promised to come home in a furlough á
but in the last moment he phoned and said that he could not come."
happy,"After the term exams I happened to meet a person that I respect á
and of whom I think very highly. It was nice that although we see á
each other rarely he had not forgotten me."
angry,"I have a friend that I deeply trusted but it happened that I lost á
my confidence in her for which she herself was to blame."
sad,"We are several friends but our characters are very different and á
we inevitably split in the two extremes. It is sad that I myself á
don't know what to do, I try not to hurt either of the ""parties"" á
because there are conflicts to which one I should belong."
happy,"I experienced this feeling when I was accepted as a student. á
Because everything turned out different from my expectations. á
Although I passed the exam successfully I was accepted as a á
student only when I didn't expect it at all, namely at the á
beginning of September."
angry,"When I was a soldier I quarrelled with my commander and may be in á
revenge for this he detailed me on duty two successive nights. á
Naturally he checked me up on the second night and found me á
asleep for which he sent me to the cells."
sad,"Sometimes I experience sadness for the Sports High School and for á
my unrealized dreams in the sport. Anyway there I spent six years á
of my life."
happy,Spontaneous picnic with sister and friend and children - great.
angry,"Teenage neighbours smashed my letterbox for the fifth time in a á
couple of months. It was a deliberate action of kids who had á
stayed in my home, had meals there yet took a dislike to my á
daughter. "
sad,Guy I cared for went back to Canada to live.
happy,"Meeting with two of my friends I had not seen for 15 years. They á
were special people to me."
angry,"I've a situation of responsibility an employee who had a habit of á
being late, came late again after promising to say he would be at á
work in a few minutes, then arrived 3 hours later. He had been á
drinking."
sad,"My brother in law was dying of cancer. To see him wasting away á
was very sad."
happy,"When we took out an 84 year old woman for the evening and had á
hamburgers. She described the evening out as her happiest night á
out in 20 years."
angry,"A friend got angry and drove ""like a lunatic"" with me and others á
in his car. I was angry about his dangerous driving."
sad,"A boy I look after for the probation service deliberately á
offended to provoke a reaction from the police."
happy,"I was seriously injured in a road accident. The very first steps á
I took with only one crutch to support me I felt so good. I enjoy á
being alive."
angry,"In the house where I live there is a new flatmate. His friends á
unfortunately are the dirt of society, intelligent, fashonable, á
rich and bored. At a party recently they were doing things I á
didn't like done in my house. I felt angry at them."
sad,"I was driving near my girlfriend's house and I decided to keep á
going because it was late and I would be back in the next few á
days anyway. The next day she was killed in a road accident."
happy,"When I found out that a set task (i.e. 2 essays and a test), the á
thought of which had oppressed me, were not on the date I had á
thought."
happy,"When, for example, I was in my eleventh school year and I learned á
I had been classed for the Bulgarian Language and Literature á
National Olympiad."
angry,"When, for example, I was not approved to continue my studies at á
the Moscow University, no matter that I had the highest marks and á
in general the best records of all the candidates."
sad,"When, for example, I left for the first time my parents and I á
went to live in Sofia."
happy,"Some time ago a close relative of mine got off cheap with the á
worst."
angry,I haven't often felt this feeling. Once someone stole my garment.
sad,Recently I happened to remain alone for a long time.
happy,"Realizing one's desire, an experienced feeling of satisfaction á
from the realization of one's desires and aims."
angry,"Attitude to some manners of dealing and some ""sanctioned"" á
relations."
sad,"Feeling unable to preserve one's ideas and ambitions as innocent á
as they are when you are young."
happy,I won a sport contest.
angry,A close person lied to me.
sad,Getting separated from my girlfriend.
happy,When my son was born.
angry,Unjust punishment of a friend of mine.
sad,After the loss of a close relative.
happy,Meeting a loved man.
angry,"At an unjust, or to be more precise, at a bureaucratic treatment á
of one's personality."
sad,When one is alone and knows that all the others are celebrating.
happy,"I sensed such a feeling when I understood I was admitted to the á
University. I was at home, the atmosphere was still, though I á
myself was full of suspense. I tried to do different things. When á
the telephone rang and...! Yes, of course there were other á
situations when I felt a similar feeling but I was unmindful of á
them."
angry,"Anger I felt when my boyfriend told me he didn't mind breaking it á
off with me, i.e. each of us to take his own road. Because until á
that moment, he deliberately restricted our dates. The motives á
were brought to my knowledge later."
sad,"Sometimes, when I'm alone I am seized by this feeling. But it á
always helps me to come round and at the same time to judge if it á
is worth. Very often this feeling is caused to me by people - á
friends who I love and respect."
happy,When I was admitted to the University.
angry,"In a conversation my boyfriend expressed definite and quite á
pretentious opinions and he took up an attitude towards a theory á
which he himself had never known. His information was from á
fortuitous sources."
sad,"Summer, heavy rain, storm - I was standing with my face stick to á
the window: the childhood, something was going away forever this á
summer, I was leaving my home, I was going to study in another á
town, for the first time I was leaving my parents, friends, I had á
to manage myself, a long and loved period of my life was over - I á
was crying."
happy,When I understood that I was admitted to the University.
angry,"I feel this feeling when I am to fill in a questionnaire or a á
form."
sad,When the man I loved decided to leave me forever.
happy,"A quarrel was followed by the decision of leaving a person close á
to me. Several days later my regret was great. I was beside á
myself. Quite unexpectedly he came and the conflict was calmly á
solved. I was glad at the possibility to be with him."
angry,"Unfair and unjust attitude toward a person close to me, what I á
was the witness of, caused anger in me."
sad,"The thought that I'll never sit at the school desk again, caused á
a deep grief at the end of my eleventh form."
happy,When I understood I was admitted to the Sofia University.
angry,"The doctors from Belogradchik town determined a wrong diagnosis á
to my son. A month later, after some complex examinations at ISUL á
(A medical institute in Sofia), the diagnosis was categorically rejected."
sad,"My son lives with my parents in the country and I feel this á
feeling always when leaving for Sofia, but the last time it was á
quite strong."
happy,"I am a sportwoman as well. I felt joy when after an year of á
practice, at a contest, I covered the norms for ""a master of sports""."
angry,"When I see how people around me pass by certain unjustice because á
of indifference or cowardice."
sad,When I left a man in whom I really believed.
happy,When I was admitted to the University.
angry,When someone lies to me.
sad,At an unjust insult or injure.
happy,When my affairs with the girl I love settled positively.
angry,"It was quite recently, at the football match between the national á
teams of Bulgaria and France. I felt strong anger with the Scottish á
referee who ran the match quite partially."
